application_id,subject_id,app_date,region_code,product_code,lender_code,channel,requested_amount,tenor_months,decision
APP00006290,SUBJ000234045,2026-05-02,BANTEN,FINTECH,BNK004,Partner,4850000,180,REVIEW
APP00006291,SUBJ000281617,2026-05-08,SUMUT,FINTECH,BNK003,Web,4780000,24,REJECT
APP00006292,SUBJ000442016,2025-12-04,DKI,KTA,BNK002,Mobile App,48340000,120,APPROVE
APP00006293,SUBJ000128535,2026-03-24,DKI,BNPL,BNK001,Branch,4930000,6,REJECT
APP00006294,SUBJ000655880,2026-06-27,SULSEL,CC,FIN006,Mobile App,18780000,24,REVIEW
APP00006295,SUBJ000673338,2025-07-31,SULUT,KKB,FIN004,Branch,95710000,60,REJECT
APP00006296,SUBJ000708915,2026-02-03,SULUT,FINTECH,BNK002,Partner,14070000,48,REVIEW
APP00006297,SUBJ000992930,2026-06-23,DKI,CC,FIN002,Mobile App,22220000,120,APPROVE
APP00006298,SUBJ000697615,2025-08-06,JABAR,FINTECH,BNK004,Web,9380000,24,APPROVE
APP00006299,SUBJ000091896,2025-10-15,BANTEN,KTA,FIN005,Mobile App,27380000,24,REVIEW
APP00006300,SUBJ000236737,2025-09-08,SUMSEL,BNPL,FIN005,Mobile App,1660000,36,APPROVE
APP00006301,SUBJ000881820,2025-06-14,SULUT,BNPL,BNK006,Mobile App,1480000,120,APPROVE
APP00006302,SUBJ000759462,2026-05-14,LAMPUNG,CC,FIN001,Mobile App,14430000,48,APPROVE
APP00006303,SUBJ000173044,2026-05-14,DKI,KPR,BNK004,Branch,226650000,12,REVIEW
APP00006304,SUBJ000023105,2026-05-08,SUMUT,KPR,FIN006,Mobile App,692540000,3,APPROVE
APP00006305,SUBJ000881628,2025-11-04,JABAR,KPR,FIN001,Branch,878750000,60,APPROVE
APP00006306,SUBJ000504170,2025-04-13,DKI,BNPL,FIN003,Branch,3620000,6,REVIEW
APP00006307,SUBJ000207826,2025-11-17,SUMSEL,KTA,BNK006,Mobile App,36620000,120,APPROVE
APP00006308,SUBJ000427884,2026-01-22,JATIM,MODAL,FIN004,Agent,258320000,180,APPROVE
APP00006309,SUBJ000262499,2025-04-07,SUMSEL,KTA,FIN005,Mobile App,65280000,180,APPROVE
APP00006310,SUBJ000436257,2025-11-21,LAMPUNG,FINTECH,FIN001,Partner,10680000,12,APPROVE
APP00006311,SUBJ000696113,2025-06-06,BALI,KTA,BNK004,Branch,33870000,48,APPROVE
APP00006312,SUBJ000904160,2026-04-17,NTB,BNPL,BNK004,Mobile App,2420000,6,REJECT
APP00006313,SUBJ000089593,2025-02-10,SUMSEL,KTA,BNK004,Mobile App,59030000,180,APPROVE
APP00006314,SUBJ000219894,2025-07-10,SUMUT,MODAL,FIN002,Agent,230120000,120,APPROVE
APP00006315,SUBJ000583966,2025-10-23,DKI,KKB,FIN005,Web,132620000,180,APPROVE
APP00006316,SUBJ000045570,2025-04-02,NTB,KPR,FIN002,Mobile App,265660000,3,APPROVE
APP00006317,SUBJ000274424,2025-06-28,DKI,FINTECH,BNK004,Mobile App,8780000,48,APPROVE
APP00006318,SUBJ000029643,2025-04-19,SUMUT,BNPL,FIN003,Mobile App,3420000,3,REJECT
APP00006319,SUBJ000289707,2025-01-16,SULSEL,CC,BNK004,Branch,23600000,12,REVIEW
APP00006320,SUBJ000692585,2025-01-19,BANTEN,CC,BNK002,Web,24840000,12,APPROVE
APP00006321,SUBJ000745201,2025-03-21,RIAU,KPR,FIN002,Partner,386600000,24,REVIEW
APP00006322,SUBJ000601263,2026-03-07,SULUT,KTA,BNK002,Mobile App,84380000,36,APPROVE
APP00006323,SUBJ000651205,2025-04-12,NTB,BNPL,FIN003,Web,2020000,60,REJECT
APP00006324,SUBJ000721030,2026-03-30,YOGYA,FINTECH,FIN005,Partner,4370000,180,APPROVE
APP00006325,SUBJ000547536,2025-05-02,RIAU,BNPL,FIN004,Web,4840000,24,APPROVE
APP00006326,SUBJ000073905,2025-05-15,SULSEL,KTA,FIN001,Branch,52910000,60,APPROVE
APP00006327,SUBJ000479793,2025-05-19,NTB,KPR,FIN004,Mobile App,469520000,12,REVIEW
APP00006328,SUBJ000964930,2026-04-09,LAMPUNG,BNPL,FIN003,Agent,2980000,60,APPROVE
APP00006329,SUBJ000953833,2025-10-31,SULUT,BNPL,BNK006,Agent,3090000,48,APPROVE
APP00006330,SUBJ000946287,2026-04-21,SUMUT,KPR,FIN006,Web,764010000,180,APPROVE
APP00006331,SUBJ000246417,2026-04-19,YOGYA,BNPL,FIN001,Mobile App,2010000,24,REJECT
APP00006332,SUBJ000589708,2025-08-18,RIAU,KTA,BNK005,Web,84860000,12,APPROVE
APP00006333,SUBJ000385961,2026-05-28,SUMUT,KTA,BNK001,Mobile App,65130000,180,REJECT
APP00006334,SUBJ000984458,2025-09-25,SULSEL,CC,FIN006,Web,9260000,120,REJECT
APP00006335,SUBJ000612145,2025-08-04,JATIM,KTA,BNK001,Web,55980000,120,REVIEW
APP00006336,SUBJ000856500,2025-06-21,KALTIM,KKB,BNK001,Partner,355290000,12,APPROVE
APP00006337,SUBJ000563588,2025-12-21,BALI,BNPL,FIN002,Mobile App,4380000,3,APPROVE
APP00006338,SUBJ000704965,2025-08-09,SUMSEL,BNPL,FIN002,Mobile App,3640000,6,REJECT
APP00006339,SUBJ000321453,2025-01-11,SUMUT,CC,FIN005,Web,13260000,36,APPROVE
APP00006340,SUBJ000932907,2025-10-28,LAMPUNG,KKB,FIN002,Mobile App,318020000,3,APPROVE
APP00006341,SUBJ000554100,2025-10-20,RIAU,KTA,BNK002,Branch,50790000,12,APPROVE
APP00006342,SUBJ000262785,2025-11-20,SULSEL,KTA,BNK005,Mobile App,46160000,3,REJECT
APP00006343,SUBJ000011362,2025-04-17,SUMUT,CC,FIN006,Web,22220000,120,APPROVE
APP00006344,SUBJ000105951,2026-06-02,RIAU,CC,FIN005,Mobile App,7750000,24,APPROVE
APP00006345,SUBJ000124538,2026-01-17,SULSEL,KTA,FIN002,Branch,67380000,6,APPROVE
APP00006346,SUBJ000047261,2026-04-21,JABAR,KTA,BNK006,Web,60060000,12,REJECT
APP00006347,SUBJ000082596,2026-05-03,KALBAR,FINTECH,FIN004,Mobile App,10690000,3,APPROVE
APP00006348,SUBJ000403480,2025-09-06,JABAR,KKB,FIN005,Mobile App,167690000,24,REJECT
APP00006349,SUBJ000269235,2025-04-22,SULSEL,BNPL,FIN002,Mobile App,1580000,120,REJECT
APP00006350,SUBJ000901123,2025-04-01,BANTEN,FINTECH,BNK006,Mobile App,6870000,12,REJECT
APP00006351,SUBJ000091357,2025-07-31,SULUT,KTA,FIN004,Branch,75570000,36,REVIEW
APP00006352,SUBJ000749714,2025-12-24,LAMPUNG,KTA,BNK001,Web,46730000,24,APPROVE
APP00006353,SUBJ000942989,2025-11-12,SUMSEL,KTA,BNK001,Mobile App,40620000,24,APPROVE
APP00006354,SUBJ000020636,2025-11-21,SULSEL,CC,FIN004,Branch,13680000,60,APPROVE
APP00006355,SUBJ000862200,2026-02-07,LAMPUNG,BNPL,FIN005,Web,3220000,180,REVIEW
APP00006356,SUBJ000454243,2025-08-01,BANTEN,KTA,BNK006,Branch,86380000,36,APPROVE
APP00006357,SUBJ000205872,2025-10-09,KALTIM,CC,BNK006,Mobile App,25260000,3,REVIEW
APP00006358,SUBJ000627649,2025-12-26,KALTIM,CC,FIN003,Mobile App,25900000,60,REJECT
APP00006359,SUBJ000477901,2025-06-07,RIAU,KTA,FIN006,Mobile App,26880000,24,APPROVE
APP00006360,SUBJ000948093,2025-03-29,DKI,KTA,FIN005,Mobile App,80590000,60,REJECT
APP00006361,SUBJ000588162,2025-10-14,PAPUA,KTA,FIN003,Mobile App,53040000,3,REJECT
APP00006362,SUBJ000900542,2025-04-11,RIAU,CC,BNK001,Mobile App,25530000,6,REJECT
APP00006363,SUBJ000610829,2025-08-05,BANTEN,BNPL,BNK003,Web,4640000,60,APPROVE
APP00006364,SUBJ000904730,2025-08-14,JATIM,KKB,BNK006,Mobile App,299900000,6,REJECT
APP00006365,SUBJ000027886,2025-06-22,LAMPUNG,MODAL,FIN006,Branch,167280000,24,APPROVE
APP00006366,SUBJ000121569,2026-03-14,JATIM,KTA,FIN003,Branch,34830000,12,APPROVE
APP00006367,SUBJ000650295,2026-03-01,SUMUT,CC,FIN002,Mobile App,20320000,60,APPROVE
APP00006368,SUBJ000260996,2025-03-29,JABAR,CC,BNK003,Mobile App,25860000,48,REVIEW
APP00006369,SUBJ000754483,2025-08-03,NTB,CC,BNK006,Mobile App,15070000,180,REJECT
APP00006370,SUBJ000955038,2025-05-21,LAMPUNG,MODAL,FIN006,Agent,64620000,36,REVIEW
APP00006371,SUBJ000557694,2025-01-29,RIAU,CC,FIN002,Web,7890000,60,REVIEW
APP00006372,SUBJ000393629,2025-06-27,DKI,BNPL,BNK005,Mobile App,3500000,6,APPROVE
APP00006373,SUBJ000148384,2025-05-14,RIAU,CC,FIN003,Mobile App,19490000,120,REJECT
APP00006374,SUBJ000913008,2025-06-16,JATIM,CC,BNK003,Mobile App,23980000,24,APPROVE
APP00006375,SUBJ000979227,2025-08-08,SUMUT,BNPL,BNK003,Mobile App,1640000,48,REJECT
APP00006376,SUBJ000488213,2026-06-18,KALTIM,MODAL,FIN003,Mobile App,132910000,3,APPROVE
APP00006377,SUBJ000614696,2025-10-17,LAMPUNG,KPR,BNK005,Mobile App,388200000,3,APPROVE
APP00006378,SUBJ000258707,2025-11-03,LAMPUNG,CC,FIN006,Mobile App,21870000,24,APPROVE
APP00006379,SUBJ000996716,2025-05-12,BANTEN,FINTECH,FIN005,Mobile App,5800000,48,APPROVE
APP00006380,SUBJ000848407,2026-01-13,YOGYA,CC,FIN003,Web,18680000,120,APPROVE
APP00006381,SUBJ000444090,2025-09-28,SUMSEL,BNPL,BNK002,Web,4010000,3,REJECT
APP00006382,SUBJ000204670,2025-07-02,BALI,BNPL,BNK002,Web,5140000,12,APPROVE
APP00006383,SUBJ000543155,2026-04-05,SUMUT,CC,FIN004,Agent,17510000,120,APPROVE
APP00006384,SUBJ000787980,2025-09-14,RIAU,CC,BNK002,Mobile App,25440000,24,APPROVE
APP00006385,SUBJ000672523,2026-03-12,RIAU,BNPL,FIN003,Agent,3340000,3,REVIEW
APP00006386,SUBJ000135659,2026-05-30,SULSEL,KKB,FIN003,Agent,127890000,3,APPROVE
APP00006387,SUBJ000362287,2025-12-31,JATIM,CC,FIN005,Web,18460000,12,APPROVE
APP00006388,SUBJ000608387,2025-09-23,SUMUT,CC,BNK001,Web,16290000,12,REVIEW
APP00006389,SUBJ000588703,2025-01-12,JATIM,CC,BNK001,Web,25190000,12,APPROVE
APP00006390,SUBJ000259662,2025-05-20,SULSEL,FINTECH,FIN004,Partner,9590000,180,REJECT
APP00006391,SUBJ000035596,2025-12-07,KALTIM,BNPL,FIN006,Web,5100000,12,APPROVE
APP00006392,SUBJ000033668,2025-08-26,JATIM,CC,BNK001,Mobile App,23970000,120,APPROVE
APP00006393,SUBJ000568426,2025-01-13,JATIM,FINTECH,BNK002,Mobile App,12010000,3,REJECT
APP00006394,SUBJ000169503,2025-12-02,JATIM,KTA,FIN003,Mobile App,89910000,48,REJECT
APP00006395,SUBJ000401802,2025-02-21,RIAU,CC,BNK006,Branch,9920000,180,APPROVE
APP00006396,SUBJ000962935,2025-02-16,DKI,KKB,FIN004,Web,350680000,36,APPROVE
APP00006397,SUBJ000873279,2025-04-23,JABAR,KPR,BNK006,Partner,828640000,24,APPROVE
APP00006398,SUBJ000153082,2026-05-28,KALTIM,KTA,BNK003,Web,62960000,3,REJECT
APP00006399,SUBJ000591786,2025-11-20,RIAU,KPR,BNK005,Mobile App,342630000,24,REVIEW
APP00006400,SUBJ000767725,2026-03-29,RIAU,BNPL,FIN005,Mobile App,2610000,12,REJECT
APP00006401,SUBJ000609773,2025-12-14,LAMPUNG,FINTECH,FIN004,Web,6830000,120,APPROVE
APP00006402,SUBJ000087515,2025-11-06,SUMUT,FINTECH,FIN002,Branch,8440000,6,APPROVE
APP00006403,SUBJ000978785,2025-02-18,JATIM,CC,FIN001,Agent,24960000,12,APPROVE
APP00006404,SUBJ000756659,2026-04-27,JATIM,KTA,BNK006,Web,26070000,48,APPROVE
APP00006405,SUBJ000059214,2026-03-21,SUMUT,FINTECH,BNK002,Partner,10470000,24,APPROVE
APP00006406,SUBJ000730681,2026-01-20,JABAR,KTA,BNK003,Agent,89880000,6,REJECT
APP00006407,SUBJ000760435,2026-06-19,KALTIM,BNPL,BNK006,Web,3710000,6,REVIEW
APP00006408,SUBJ000575371,2026-01-31,BALI,KKB,BNK002,Mobile App,145180000,60,APPROVE
APP00006409,SUBJ000594355,2025-05-03,BANTEN,CC,FIN002,Partner,6490000,3,REVIEW
APP00006410,SUBJ000878439,2025-03-01,SULSEL,FINTECH,BNK001,Agent,5980000,12,APPROVE
APP00006411,SUBJ000538801,2025-10-05,BANTEN,KTA,BNK005,Partner,59800000,48,APPROVE
APP00006412,SUBJ000471998,2026-05-29,JATENG,KKB,FIN003,Web,172490000,48,APPROVE
APP00006413,SUBJ000941859,2025-04-26,BALI,FINTECH,FIN001,Mobile App,13310000,3,REJECT
APP00006414,SUBJ000297407,2025-08-07,BANTEN,BNPL,BNK005,Mobile App,3700000,3,REJECT
APP00006415,SUBJ000567210,2025-10-07,DKI,CC,BNK002,Branch,6120000,48,APPROVE
APP00006416,SUBJ000493499,2025-04-06,RIAU,BNPL,BNK004,Partner,5370000,24,APPROVE
APP00006417,SUBJ000468666,2025-06-22,SUMUT,KTA,BNK001,Web,78520000,24,REJECT
APP00006418,SUBJ000540952,2025-12-22,DKI,KKB,FIN004,Mobile App,263530000,60,APPROVE
APP00006419,SUBJ000018516,2025-04-29,DKI,KPR,BNK001,Mobile App,509130000,60,APPROVE
APP00006420,SUBJ000284724,2025-11-30,RIAU,FINTECH,BNK001,Mobile App,6880000,120,APPROVE
APP00006421,SUBJ000766310,2025-12-29,LAMPUNG,BNPL,BNK004,Mobile App,1560000,48,REJECT
APP00006422,SUBJ000534819,2026-03-22,NTB,BNPL,BNK005,Agent,5250000,36,REJECT
APP00006423,SUBJ000658218,2025-04-19,KALTIM,FINTECH,FIN001,Mobile App,8960000,6,APPROVE
APP00006424,SUBJ000855081,2026-01-20,MALUKU,BNPL,FIN005,Mobile App,1450000,120,APPROVE
APP00006425,SUBJ000753253,2025-08-12,DKI,BNPL,FIN003,Branch,4300000,12,APPROVE
APP00006426,SUBJ000461242,2025-06-26,BALI,FINTECH,FIN003,Branch,10440000,6,APPROVE
APP00006427,SUBJ000326168,2026-04-20,SUMUT,FINTECH,BNK002,Mobile App,8240000,180,REJECT
APP00006428,SUBJ000988578,2025-05-10,BANTEN,KPR,FIN006,Web,213600000,36,REJECT
APP00006429,SUBJ000269088,2025-05-23,KALBAR,KTA,FIN002,Agent,42090000,6,APPROVE
APP00006430,SUBJ000409936,2025-11-02,SULSEL,KKB,FIN002,Mobile App,353900000,48,APPROVE
APP00006431,SUBJ000921107,2025-03-07,BANTEN,FINTECH,FIN004,Branch,12660000,36,APPROVE
APP00006432,SUBJ000968487,2025-01-22,BALI,MODAL,BNK005,Mobile App,180010000,12,REVIEW
APP00006433,SUBJ000997064,2026-01-19,JATIM,CC,BNK006,Mobile App,24970000,120,REJECT
APP00006434,SUBJ000509677,2025-08-11,KALTIM,MODAL,FIN005,Branch,249140000,60,REVIEW
APP00006435,SUBJ000803578,2026-01-01,LAMPUNG,FINTECH,FIN005,Mobile App,3360000,24,APPROVE
APP00006436,SUBJ000137323,2025-11-25,SUMUT,KKB,BNK001,Mobile App,332620000,180,APPROVE
APP00006437,SUBJ000708426,2025-10-12,NTB,CC,FIN002,Mobile App,10910000,24,APPROVE
APP00006438,SUBJ000814143,2026-03-08,KALTIM,CC,BNK002,Mobile App,26830000,120,APPROVE
APP00006439,SUBJ000483511,2026-03-05,SUMUT,CC,FIN004,Web,13520000,60,APPROVE
APP00006440,SUBJ000455714,2026-04-04,JATIM,KPR,BNK006,Mobile App,786510000,24,APPROVE
APP00006441,SUBJ000882555,2025-04-11,JATIM,BNPL,BNK005,Partner,4670000,3,APPROVE
APP00006442,SUBJ000904124,2025-05-12,JATIM,BNPL,BNK003,Web,5010000,3,APPROVE
APP00006443,SUBJ000098452,2025-08-17,DKI,FINTECH,FIN006,Mobile App,11420000,3,REJECT
APP00006444,SUBJ000891429,2026-01-17,JATIM,CC,BNK002,Mobile App,12200000,180,APPROVE
APP00006445,SUBJ000814375,2026-03-01,JATIM,FINTECH,FIN006,Mobile App,8360000,24,REVIEW
APP00006446,SUBJ000157403,2026-06-06,BANTEN,MODAL,BNK004,Mobile App,120410000,12,APPROVE
APP00006447,SUBJ000219403,2026-03-01,BANTEN,MODAL,FIN002,Web,139420000,24,REVIEW
APP00006448,SUBJ000003275,2025-02-18,JATIM,CC,BNK002,Mobile App,26630000,180,APPROVE
APP00006449,SUBJ000275625,2025-04-08,SUMSEL,FINTECH,BNK002,Agent,12420000,48,APPROVE
APP00006450,SUBJ000930653,2025-03-31,SULSEL,MODAL,BNK006,Branch,81810000,180,APPROVE
APP00006451,SUBJ000731217,2025-07-19,YOGYA,FINTECH,BNK002,Mobile App,11190000,36,APPROVE
APP00006452,SUBJ000211425,2025-12-17,LAMPUNG,FINTECH,FIN001,Web,13590000,60,APPROVE
APP00006453,SUBJ000384606,2026-02-25,SUMUT,CC,FIN002,Branch,8860000,24,APPROVE
APP00006454,SUBJ000006097,2026-05-07,LAMPUNG,CC,FIN002,Mobile App,13230000,12,APPROVE
APP00006455,SUBJ000403761,2025-02-18,SULUT,CC,BNK003,Branch,26330000,120,APPROVE
APP00006456,SUBJ000850491,2025-11-15,JATIM,CC,FIN006,Branch,22790000,48,REJECT
APP00006457,SUBJ000885632,2026-04-08,LAMPUNG,CC,BNK002,Branch,12650000,12,APPROVE
APP00006458,SUBJ000449801,2025-01-09,SULSEL,MODAL,FIN005,Mobile App,212340000,60,REJECT
APP00006459,SUBJ000796346,2025-09-20,JATENG,BNPL,FIN006,Web,1690000,6,APPROVE
APP00006460,SUBJ000050384,2025-09-09,DKI,CC,FIN004,Agent,6650000,36,APPROVE
APP00006461,SUBJ000419959,2025-12-06,JATIM,FINTECH,BNK005,Mobile App,12470000,60,APPROVE
APP00006462,SUBJ000810044,2025-12-21,DKI,CC,FIN004,Mobile App,15920000,12,APPROVE
APP00006463,SUBJ000190195,2026-06-27,JATIM,KKB,BNK003,Web,82280000,48,REVIEW
APP00006464,SUBJ000496099,2025-11-11,BANTEN,KKB,BNK001,Mobile App,359260000,60,APPROVE
APP00006465,SUBJ000268762,2026-02-13,YOGYA,CC,BNK006,Partner,26050000,180,REVIEW
APP00006466,SUBJ000274345,2026-03-10,BANTEN,CC,FIN005,Web,13190000,24,APPROVE
APP00006467,SUBJ000994602,2025-03-09,SULUT,KTA,FIN006,Mobile App,67530000,120,APPROVE
APP00006468,SUBJ000837100,2025-05-04,RIAU,CC,BNK004,Web,11600000,36,REVIEW
APP00006469,SUBJ000697147,2025-10-24,BANTEN,FINTECH,FIN005,Web,9200000,180,APPROVE
APP00006470,SUBJ000185727,2026-02-09,KALTIM,FINTECH,FIN006,Mobile App,14070000,6,REVIEW
APP00006471,SUBJ000058149,2025-05-01,LAMPUNG,KPR,FIN004,Web,265140000,12,APPROVE
APP00006472,SUBJ000422807,2026-05-07,DKI,CC,FIN004,Branch,10920000,180,APPROVE
APP00006473,SUBJ000775724,2025-10-16,LAMPUNG,CC,BNK003,Mobile App,18620000,48,APPROVE
APP00006474,SUBJ000832540,2025-05-31,SULSEL,BNPL,BNK002,Agent,3050000,3,REJECT
APP00006475,SUBJ000252913,2026-04-25,SUMUT,FINTECH,BNK004,Branch,10150000,120,APPROVE
APP00006476,SUBJ000856407,2025-08-07,BANTEN,KKB,BNK003,Branch,214090000,24,APPROVE
APP00006477,SUBJ000717297,2025-03-31,KALTIM,FINTECH,FIN004,Partner,9350000,12,APPROVE
APP00006478,SUBJ000669581,2025-03-27,SUMSEL,BNPL,FIN006,Mobile App,3060000,180,APPROVE
APP00006479,SUBJ000139578,2025-11-26,BALI,KTA,FIN001,Mobile App,44200000,6,APPROVE
APP00006480,SUBJ000707699,2026-04-17,SULUT,KTA,FIN005,Mobile App,25000000,60,REJECT
APP00006481,SUBJ000380214,2026-04-19,SULSEL,CC,BNK004,Agent,23390000,36,APPROVE
APP00006482,SUBJ000681778,2026-02-24,SULSEL,MODAL,BNK002,Web,240410000,120,APPROVE
APP00006483,SUBJ000349850,2025-02-05,DKI,KTA,FIN006,Mobile App,58090000,48,APPROVE
APP00006484,SUBJ000527209,2025-01-04,DKI,BNPL,BNK003,Branch,3790000,180,APPROVE
APP00006485,SUBJ000601807,2025-11-01,RIAU,CC,BNK003,Partner,26150000,24,APPROVE
APP00006486,SUBJ000041505,2026-06-17,LAMPUNG,KTA,FIN004,Web,65760000,12,APPROVE
APP00006487,SUBJ000837521,2025-06-18,LAMPUNG,FINTECH,BNK002,Agent,7980000,120,APPROVE
APP00006488,SUBJ000063297,2026-02-18,SULSEL,CC,FIN003,Branch,9460000,60,APPROVE
APP00006489,SUBJ000429399,2025-01-19,LAMPUNG,KKB,FIN005,Mobile App,141990000,36,APPROVE
APP00006490,SUBJ000381937,2025-07-09,NTB,FINTECH,BNK006,Mobile App,11380000,12,APPROVE
APP00006491,SUBJ000271006,2025-12-07,SULUT,CC,BNK003,Mobile App,11300000,24,APPROVE
APP00006492,SUBJ000023981,2026-02-03,SUMUT,KTA,BNK001,Mobile App,64430000,60,APPROVE
APP00006493,SUBJ000346535,2025-08-04,LAMPUNG,KTA,BNK003,Branch,25180000,36,REJECT
APP00006494,SUBJ000849838,2026-05-21,JATIM,FINTECH,BNK006,Mobile App,14180000,12,APPROVE
APP00006495,SUBJ000014411,2025-11-29,SULSEL,KTA,BNK001,Branch,77670000,36,REVIEW
APP00006496,SUBJ000527321,2025-12-28,SULUT,FINTECH,FIN006,Mobile App,8380000,12,REJECT
APP00006497,SUBJ000586204,2025-10-16,KALTIM,KKB,FIN004,Branch,284070000,180,APPROVE
APP00006498,SUBJ000932448,2026-02-21,SULSEL,KKB,FIN003,Branch,88720000,48,REJECT
APP00006499,SUBJ000783080,2025-07-04,RIAU,KTA,BNK005,Web,22240000,12,REVIEW
APP00006500,SUBJ000018729,2026-03-12,JABAR,KTA,BNK002,Mobile App,75120000,24,REVIEW
APP00006501,SUBJ000690792,2026-04-17,LAMPUNG,KKB,BNK005,Web,330910000,3,REJECT
APP00006502,SUBJ000237809,2025-12-24,DKI,BNPL,BNK005,Agent,1220000,120,APPROVE
APP00006503,SUBJ000983930,2026-03-30,SUMUT,KKB,BNK002,Branch,153520000,48,APPROVE
APP00006504,SUBJ000468835,2025-12-23,KALTIM,CC,BNK006,Agent,9580000,36,APPROVE
APP00006505,SUBJ000712909,2026-06-20,YOGYA,CC,BNK002,Web,16490000,6,APPROVE
APP00006506,SUBJ000081290,2026-06-09,SULSEL,FINTECH,FIN003,Mobile App,12330000,48,REJECT
APP00006507,SUBJ000209221,2025-11-28,LAMPUNG,KTA,FIN004,Agent,29370000,6,REJECT
APP00006508,SUBJ000323121,2026-04-13,LAMPUNG,KKB,FIN005,Branch,235310000,36,APPROVE
APP00006509,SUBJ000672268,2026-05-05,SULSEL,BNPL,BNK004,Branch,3820000,36,APPROVE
APP00006510,SUBJ000489966,2025-04-13,YOGYA,FINTECH,FIN005,Partner,9660000,180,APPROVE
APP00006511,SUBJ000427948,2026-01-25,SUMUT,FINTECH,BNK005,Branch,6960000,120,APPROVE
APP00006512,SUBJ000310948,2026-01-20,KALTIM,KPR,BNK006,Agent,344180000,120,APPROVE
APP00006513,SUBJ000850251,2025-08-31,SUMUT,BNPL,FIN006,Branch,5220000,180,APPROVE
APP00006514,SUBJ000514525,2026-01-16,MALUKU,CC,BNK002,Partner,8470000,180,APPROVE
APP00006515,SUBJ000128512,2025-06-17,YOGYA,BNPL,BNK005,Web,2060000,48,APPROVE
APP00006516,SUBJ000810697,2025-03-25,DKI,BNPL,FIN003,Mobile App,4110000,36,REVIEW
APP00006517,SUBJ000851701,2025-03-11,BANTEN,CC,BNK002,Web,6950000,6,REVIEW
APP00006518,SUBJ000616606,2025-11-09,SUMUT,BNPL,BNK002,Partner,4080000,60,APPROVE
APP00006519,SUBJ000842705,2025-10-08,SULSEL,CC,FIN003,Branch,21520000,12,APPROVE
APP00006520,SUBJ000189206,2025-06-07,BANTEN,FINTECH,FIN006,Branch,14050000,120,APPROVE
APP00006521,SUBJ000287846,2026-04-18,SUMSEL,FINTECH,FIN002,Mobile App,5360000,36,APPROVE
APP00006522,SUBJ000863915,2025-07-02,LAMPUNG,BNPL,BNK001,Partner,2820000,6,REVIEW
APP00006523,SUBJ000182720,2025-10-27,SUMUT,KPR,FIN005,Branch,803410000,120,REVIEW
APP00006524,SUBJ000026701,2026-04-16,JATIM,FINTECH,BNK004,Web,11270000,180,REVIEW
APP00006525,SUBJ000610448,2026-06-05,SULSEL,MODAL,BNK004,Mobile App,264540000,36,APPROVE
APP00006526,SUBJ000538545,2026-03-27,SULUT,FINTECH,BNK001,Mobile App,9580000,3,REVIEW
APP00006527,SUBJ000978704,2025-11-26,SUMUT,FINTECH,FIN003,Branch,4750000,36,APPROVE
APP00006528,SUBJ000310460,2025-06-07,SUMUT,CC,FIN006,Branch,13950000,36,APPROVE
APP00006529,SUBJ000477829,2025-04-22,LAMPUNG,BNPL,BNK005,Agent,3120000,3,APPROVE
APP00006530,SUBJ000452241,2025-12-01,DKI,KTA,FIN002,Web,31670000,3,REJECT
APP00006531,SUBJ000017071,2025-01-22,SULSEL,FINTECH,BNK003,Mobile App,9000000,3,REJECT
APP00006532,SUBJ000579095,2025-01-15,LAMPUNG,CC,FIN002,Mobile App,14850000,120,REJECT
APP00006533,SUBJ000998864,2025-05-23,LAMPUNG,KPR,FIN005,Mobile App,203340000,12,APPROVE
APP00006534,SUBJ000859076,2025-06-24,JATENG,KKB,BNK002,Mobile App,85850000,48,REJECT
APP00006535,SUBJ000319784,2025-08-11,KALTIM,FINTECH,FIN006,Agent,5750000,120,APPROVE
APP00006536,SUBJ000675572,2025-09-23,JATIM,CC,FIN001,Agent,16830000,180,APPROVE
APP00006537,SUBJ000172051,2025-03-25,BANTEN,KKB,FIN005,Mobile App,231740000,12,REJECT
APP00006538,SUBJ000414387,2025-08-08,LAMPUNG,CC,BNK003,Mobile App,21270000,60,REJECT
APP00006539,SUBJ000153833,2025-05-03,RIAU,KKB,BNK002,Branch,278020000,180,APPROVE
APP00006540,SUBJ000272591,2025-04-24,BANTEN,KTA,FIN006,Mobile App,86150000,12,APPROVE
APP00006541,SUBJ000915712,2025-12-20,LAMPUNG,FINTECH,BNK005,Mobile App,4930000,3,REJECT
APP00006542,SUBJ000173329,2025-09-28,MALUKU,FINTECH,FIN005,Web,14300000,36,REJECT
APP00006543,SUBJ000844972,2025-06-29,LAMPUNG,BNPL,FIN002,Mobile App,2120000,36,APPROVE
APP00006544,SUBJ000788277,2026-01-09,LAMPUNG,KKB,FIN002,Agent,317050000,12,APPROVE
APP00006545,SUBJ000455826,2025-02-23,SUMUT,CC,FIN005,Web,11180000,120,APPROVE
APP00006546,SUBJ000762517,2026-01-26,SUMUT,KTA,FIN003,Mobile App,56320000,120,REJECT
APP00006547,SUBJ000618475,2025-11-21,SUMUT,KTA,BNK004,Mobile App,35570000,24,APPROVE
APP00006548,SUBJ000623004,2025-02-08,JATIM,KKB,FIN006,Mobile App,349010000,3,APPROVE
APP00006549,SUBJ000779233,2025-10-24,LAMPUNG,KPR,BNK002,Partner,318140000,180,APPROVE
